"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"501",108514,"health","premium",4.2,15,21,23.8,768
"502",140467,"toys","premium",3.1,4,2,66.8,2287
"503",174415,"health","off_brand",4.6,9,23,63.1,2412
"504",136731,"toys","premium",3.7,11,17,82.6,2783
"505",122294,"food","off_brand",3.1,13,14,62.9,1050
"506",162630,"toys","premium",3.9,8,23,53.8,2419
"507",130653,"toys","off_brand",3.3,9,NA,29.2,2775
"508",154700,"health","off_brand",4.5,2,18,54.7,2311
"509",153954,"health","premium",4.7,7,30,40.3,1966
"510",158563,"other","premium",3.7,5,16,23.1,2645
"511",169820,"health","premium",4.4,17,20,58.3,2463
"512",184148,"health",NA,4.4,9,14,34.7,2306
"513",118555,"toys","premium",4.6,6,12,82.1,1050
"514",156062,"toys","premium",4.2,7,18,29.3,3141
"515",85089,"toys","off_brand",2.8,1,11,42.3,2282
"516",97442,"toys","off_brand",4.5,13,18,57.5,816
"517",140038,"health","premium",4,10,NA,6.6,2080
"518",122158,"toys","off_brand",4.5,1,27,61,945
"519",209490,"health","premium",4.3,6,18,48.7,3793
"520",67648,"health","off_brand",3.5,12,33,42.3,852
"521",207101,"toys","off_brand",4.4,8,13,45.7,3074
"522",196216,"toys","off_brand",4.7,4,10,90.8,2457
"523",68351,"health","off_brand",4,5,18,53.6,813
"524",160867,"toys","off_brand",4.7,6,12,54.9,2188
"525",154783,"health","off_brand",3.7,9,22,51,2439
"526",104521,"toys",NA,4.3,5,8,49.5,1806
"527",107328,"toys","off_brand",3.5,1,16,36.5,2784
"528",161801,"toys","premium",3.9,2,15,44,2842
"529",75487,"health","premium",3.3,5,15,55.6,1102
"530",176058,"toys","premium",4.2,11,22,57.5,3067
"531",157544,"other","off_brand",4.1,16,19,61.8,2365
"532",173742,"health","premium",4.5,16,21,65.2,2013
"533",209969,"health","off_brand",4.1,14,19,55.3,3717
"534",115626,"health","off_brand",4.6,1,22,45.8,1168
"535",165121,"health","premium",4.1,3,24,59.2,2144
"536",165506,"toys","off_brand",3.8,15,15,43.6,2663
"537",108727,"toys","premium",4.4,6,23,77.8,1377
"538",85114,"other","off_brand",3.8,6,6,79.4,714
"539",212680,"health","premium",4.9,8,13,19.5,1931
"540",120011,"health","premium",4.8,2,22,64.2,994
"541",142772,"health","off_brand",4.2,6,15,17.9,2308
"542",123302,"health","off_brand",3.8,12,24,63.2,2186
"543",140304,"other","off_brand",3.6,15,13,45.6,2123
"544",141694,"toys","premium",4.2,6,21,38.4,3166
"545",174867,"toys","off_brand",4.1,11,19,10,2914
"546",95134,"toys",NA,3.6,12,26,31.6,1978
"547",150653,"food","premium",3.7,16,17,49.4,1069
"548",127156,"health","premium",4,14,23,34.1,1497
"549",149458,"health","off_brand",4.8,3,15,81.5,977
"550",188283,"health","off_brand",4.1,2,20,71.9,3397
"551",153381,"health","off_brand",4.7,10,28,22.3,912
"552",171185,"food","off_brand",4,5,6,53,2538
"553",162576,"health","off_brand",4.8,8,12,23.1,646
"554",102334,"toys","off_brand",3.1,19,23,51.7,1697
"555",170775,"food","off_brand",4.2,4,21,74.2,1940
"556",132367,"toys","off_brand",4.5,3,23,39.1,1507
"557",195873,"toys","off_brand",4.9,4,25,91.7,2943
"558",226371,"health","off_brand",3.8,7,29,44.3,4356
"559",258175,"toys","premium",4.9,8,NA,37.7,3878
"560",189089,"health","premium",4.4,9,23,NA,2654
"561",88292,"toys","off_brand",4.6,3,26,21.7,857
"562",137150,"health","premium",4.3,12,18,41.4,1069
"563",92790,"health","off_brand",4.1,5,17,62.1,927
"564",115336,"food","off_brand",3.2,3,13,58.2,1353
"565",44614,"other","off_brand",3.2,12,32,46.4,691
"566",49482,"toys","off_brand",3.5,9,37,84.9,1146
"567",220966,"toys","off_brand",4.5,2,19,51.4,3439
"568",185769,"toys","off_brand",4.6,8,33,63.4,2921
"569",145922,"toys","premium",4.6,12,12,38.9,1152
"570",133563,"health","premium",3.9,18,NA,29.9,971
"571",215406,"other","off_brand",4.2,3,9,38.9,3107
"572",88401,"toys","premium",4.3,7,24,38,904
"573",127535,"toys",NA,4.4,5,16,61.1,1124
"574",76568,"toys","off_brand",3.1,18,20,74.8,1048
"575",110443,"other","premium",4.2,11,25,48,1081
"576",134166,"toys","off_brand",4.3,13,11,45.2,842
"577",160008,"toys","premium",3.8,12,20,74.8,2672
"578",161297,"food","off_brand",4.1,4,14,26.7,1951
"579",110158,"health","off_brand",4.5,10,22,71.6,1076
"580",132461,"health","off_brand",4.6,9,13,63.2,968
"581",175822,"food","premium",2.2,9,13,82.1,2018
"582",218979,"food","premium",4.6,25,32,5,1625
"583",130684,"health","premium",3.9,1,32,66.9,2447
"584",156875,"toys","off_brand",4.4,1,19,73.5,2135
"585",189820,"health","off_brand",4.5,9,15,29.6,996
"586",119166,"health","off_brand",3.9,11,27,58.6,1053
"587",142221,"toys","off_brand",4.9,10,NA,50.3,790
"588",173889,"health",NA,2.6,17,22,NA,2727
"589",112339,"toys","premium",4.8,7,23,23.5,942
"590",158492,"toys","premium",4.4,8,21,71.3,2451
"591",221811,"other","off_brand",3,16,38,26.8,3773
"592",98169,"health","off_brand",4.2,2,27,68.1,1829
"593",106104,"other","premium",4.5,11,14,46.4,895
"594",89086,"health",NA,3.7,5,16,34.4,788
"595",101331,"toys","off_brand",3.7,9,14,44.1,1210
"596",172129,"health","off_brand",4.5,7,23,66.6,2046
"597",146765,"food","premium",4.7,204,9,90.3,902
"598",181531,"toys","off_brand",4.7,17,20,17.7,1348
"599",54201,"health","premium",4.4,4,23,5,866
"600",186883,"health","premium",3.1,5,22,38,3349
"601",168412,"food","off_brand",4.3,18,12,88.2,1214
"602",137326,"toys","premium",3.1,3,14,38.9,3506
"603",168739,"health","premium",4.5,2,16,40.1,2638
"604",165378,"toys","off_brand",4.9,11,26,94.9,875
"605",75627,"toys","off_brand",4.6,6,16,57,819
"606",127169,"toys",NA,4.2,206,16,43.2,2121
"607",197969,"food","premium",4.2,2,31,49.6,3308
"608",212970,"health","off_brand",4.6,8,20,42,2783
"609",239306,"health","off_brand",4.4,6,30,61.2,2929
"610",123752,"toys","off_brand",4.1,5,22,53.5,1920
"611",155819,"other","premium",4.3,4,NA,51.3,2058
"612",104253,"health","off_brand",4.4,1,20,54.4,818
"613",106025,"health","premium",4.2,1,17,66.7,1248
"614",124990,"health","off_brand",4.1,6,18,38.1,1313
"615",130225,"other","premium",4.2,3,18,33.7,2457
"616",126894,"toys","off_brand",4.2,6,23,49,1314
"617",211229,"food","off_brand",4.6,7,26,54.9,2139
"618",183607,"health","premium",4.7,13,30,36.3,2720
"619",143262,"toys","off_brand",4.1,4,25,38.5,2493
"620",110937,"health","off_brand",4.3,2,20,81.1,1148
"621",114212,"toys","off_brand",4.4,10,6,29.9,811
"622",167539,"health","off_brand",4.5,2,16,12.3,2134
"623",166321,"other","premium",3.4,21,25,54.6,2784
"624",155972,"health","premium",2.7,3,19,29.3,2917
"625",120683,"toys","premium",4.7,7,13,51.9,823
"626",138325,"health","premium",3.6,9,29,68.7,3167
"627",140991,"health","premium",4.7,11,11,8.4,1942
"628",129386,"health","off_brand",4.5,18,3,54.8,1229
"629",120029,"toys","premium",4.3,8,28,47.6,1146
"630",96583,"toys","premium",3.7,4,18,69.3,2111
"631",118010,"toys","premium",4.3,9,10,48.6,979
"632",72728,"health","off_brand",2.9,2,35,43.6,1036
"633",188695,"toys","premium",4.2,7,15,60.9,2822
"634",137551,"toys","off_brand",4.5,4,22,82.3,1150
"635",69009,"toys","premium",3.4,12,23,20.8,1055
"636",176963,"food","off_brand",4.4,7,2,NA,2294
"637",157615,"other","premium",3.6,9,3,53.9,3403
"638",219546,"toys","premium",4.6,12,5,47.9,2558
"639",103479,"toys","premium",4.4,23,22,33.7,854
"640",108970,"toys","premium",4.1,8,13,72.9,1159
"641",175903,"food","premium",4.1,0,27,26.6,2257
"642",205986,"toys","off_brand",5,8,17,72.5,2673
"643",95397,"other","off_brand",3.8,6,25,88.4,1188
"644",163062,"toys","off_brand",4.6,2,24,69.6,1345
"645",193010,"toys","off_brand",4.5,6,27,61.4,1761
"646",160734,"health","off_brand",4.6,1,31,33.8,2793
"647",105489,"health","off_brand",4.2,10,29,18.1,1118
"648",83364,"health","premium",3,4,13,42.9,2895
"649",196561,"toys","premium",4.5,11,21,52.4,2652
"650",135978,"health","off_brand",3.1,8,NA,71.8,2388
"651",234532,"health","off_brand",4.4,16,10,36,2827
"652",121492,"toys","premium",4.5,3,34,63.4,1016
"653",124173,"toys","premium",3.4,12,22,44.4,2639
"654",108434,"toys",NA,4.3,6,23,36.5,1093
"655",116903,"toys","premium",4.6,4,19,NA,1236
"656",158583,"health","off_brand",2.8,1,22,36.8,3530
"657",215560,"other","off_brand",3.7,19,27,79.7,3774
"658",136591,"toys","premium",3.7,22,8,53.4,1635
"659",165254,"food","premium",3.5,4,20,44.9,2996
"660",87544,"other","premium",3.4,3,12,52.7,1089
"661",172548,"toys","off_brand",4.5,5,16,63.9,2826
"662",184251,"toys","off_brand",4.4,3,12,72.8,2756
"663",155668,"health","premium",4.6,17,NA,59.4,1716
"664",125069,"other","off_brand",4.4,4,22,40,1223
"665",170482,"food","off_brand",4.7,8,34,56.4,1157
"666",118608,"health","premium",4.4,12,17,33.1,1299
"667",139361,"food","off_brand",3.4,0,16,36.7,1816
"668",212871,"food","off_brand",4.9,1,10,75,2121
"669",86495,"toys","off_brand",3.9,1,18,26.8,765
"670",103839,"toys","premium",4,16,25,39,845
"671",95818,"other","off_brand",3.8,10,26,55.4,886
"672",150074,"health","premium",4.9,7,4,34,1072
"673",156064,"toys","premium",4.1,12,25,26.9,2737
"674",72130,"other","off_brand",3.9,3,NA,78.9,1331
"675",134915,"health","premium",3.5,5,32,5,3442
"676",162907,"toys","premium",4,4,30,54.2,2744
"677",123348,"toys","off_brand",4.5,10,23,55.9,811
"678",216496,"health","off_brand",4.4,22,24,53.9,2796
"679",132527,"health","premium",4.6,2,11,22.6,1308
"680",121648,"toys","off_brand",3.7,9,NA,60,2239
"681",100929,"toys","premium",4.7,1,28,72.7,1715
"682",172421,"toys","premium",4.3,4,NA,32.4,2277
"683",152428,"other","off_brand",4.9,3,27,34.9,1313
"684",180388,"toys","off_brand",4.1,8,23,78.1,2688
"685",144548,"toys","premium",4.9,7,25,35.3,1140
"686",111375,"health","premium",4.3,6,24,50.5,1887
"687",232106,"health","off_brand",4.3,5,10,5,2632
"688",214094,"toys","premium",4.7,11,25,80.5,3400
"689",135113,"health","off_brand",4,16,30,55.2,1266
"690",156192,"toys","premium",4.2,11,21,61,2176
"691",171219,"toys","off_brand",3.9,6,17,66.4,2854
"692",128631,"toys","off_brand",4.3,15,21,52.8,681
"693",126196,"health","premium",4.8,5,20,38.8,740
"694",76849,"toys","premium",4.7,178,22,53.2,614
"695",127790,"food","off_brand",4.6,5,17,116.7,1429
"696",47085,"health","off_brand",3.5,4,26,35.6,1016
"697",156264,"toys","off_brand",3.9,10,34,73.8,2353
"698",80601,"health","off_brand",3,5,23,40.9,969
"699",163985,"health",NA,4,6,24,58.1,2217
"700",119033,"other","off_brand",4.4,13,24,69.2,1299
"701",146903,"other","premium",4.5,9,15,10,879
"702",79942,"toys","off_brand",4.1,8,28,74.9,827
"703",189172,"health","off_brand",4.2,17,24,27.8,2624
"704",169013,"health","off_brand",4.6,18,21,NA,1166
"705",212053,"food","premium",4.5,8,14,54.5,2767
"706",79488,"health","off_brand",3.4,4,12,29.1,643
"707",111248,"toys","premium",2.7,18,28,55.8,1900
"708",98226,"health","premium",4,13,16,29.6,1995
"709",163129,"food","premium",4.3,7,NA,30.6,2418
"710",149268,"toys","premium",4.2,13,23,94.8,1884
"711",158413,"food","off_brand",2.8,4,17,84.5,2291
"712",34014,"toys","premium",3.3,2,NA,26,1266
"713",97680,"other","off_brand",4.6,4,29,5.7,1007
"714",87428,"food","premium",3.3,16,23,20.5,1072
"715",152514,"toys","premium",4.8,6,29,61.7,1690
"716",100125,"toys","premium",4.1,10,34,29.2,1160
"717",251114,"toys","premium",4.9,6,15,60.6,3394
"718",174522,"toys","off_brand",4.8,16,22,54.4,1822
"719",223343,"toys","off_brand",4.5,0,33,76.4,3485
"720",211748,"food","premium",4.9,10,22,61.2,1260
"721",143702,"toys","premium",4.7,15,16,20.3,1002
"722",105632,"health","off_brand",2.6,8,NA,5,1579
"723",134760,"toys",NA,3.1,14,9,10.9,1361
"724",146828,"food","off_brand",3.8,15,24,26.2,1460
"725",122650,"toys","off_brand",3.9,8,31,39.1,2279
"726",230507,"health","off_brand",4.2,14,NA,49.2,3189
"727",129494,"health","off_brand",4.6,4,12,62.9,732
"728",127097,"toys","premium",4.1,6,12,56.5,2453
"729",145198,"other","off_brand",4.8,7,31,78.4,1068
"730",163909,"other","premium",4.8,5,23,59.2,1912
"731",261299,"health","off_brand",4.5,12,19,44.8,3216
"732",164834,"health","off_brand",4.5,3,33,30.8,3031
"733",117934,"toys","premium",3.9,17,21,58.4,1166
"734",83068,"toys","premium",4.2,5,15,98.9,887
"735",112164,"health","premium",4,14,19,65.9,1188
"736",104259,"toys","off_brand",4,12,14,46,1098
"737",150639,"health","premium",3.8,2,NA,46.4,2960
"738",198074,"health",NA,4.1,2,17,21.1,3234
"739",146169,"health","premium",4.3,3,NA,47.5,2619
"740",143657,"toys","premium",4.6,8,12,78,1586
"741",196312,"health","off_brand",4.3,11,24,57.1,2693
"742",156339,"other","off_brand",4.9,8,13,85.4,1049
"743",223995,"health","off_brand",4.8,5,14,55.3,2266
"744",191961,"food","off_brand",3.4,8,19,70.8,3462
"745",192787,"toys","off_brand",4.7,2,12,46.2,1176
"746",65473,"health","premium",3.7,17,12,75.9,1048
"747",89687,"toys","off_brand",4,2,26,87,1251
"748",125410,"toys","off_brand",4.6,2,14,66.1,1043
"749",160909,"health","off_brand",4.4,13,19,30.2,1905
"750",167998,"other","premium",3.3,5,14,48.4,3229
"751",136624,"health","premium",3.9,14,25,54.1,2430
"752",138886,"toys","off_brand",4.6,6,22,65.4,1280
"753",138428,"food","off_brand",3.7,7,26,31.7,2583
"754",125364,"health","premium",3.9,5,13,48.6,2223
"755",259892,"other",NA,4.6,13,11,NA,3426
"756",59953,"health","premium",4,7,21,5,653
"757",279952,"health","off_brand",4.4,13,15,37.7,4554
"758",133159,"health","premium",3.5,7,23,40.1,2802
"759",106018,"toys","off_brand",4,1,33,64.4,2025
"760",60327,"health",NA,3.8,13,16,65.6,819
"761",91533,"toys","premium",4.1,19,10,64.5,775
"762",128693,"health","premium",3.7,6,18,5,1016
"763",201185,"toys","off_brand",4.3,15,17,82,2615
"764",167744,"food","off_brand",4.2,3,25,74.5,1999
"765",156827,"health","off_brand",3.7,8,37,5,2183
"766",155801,"other","off_brand",4.2,7,NA,74.2,2599
"767",63122,"toys","premium",3.6,10,30,28.7,1025
"768",231926,"toys","off_brand",4.4,22,8,75.7,2823
"769",139970,"toys","off_brand",3.1,2,27,52.1,2767
"770",87872,"health","off_brand",4.2,3,24,57.2,933
"771",15055,"toys","premium",3.4,3,28,35.3,892
"772",108391,"toys","premium",3.7,8,25,38.2,2217
"773",186774,"food","off_brand",4.9,11,4,17.8,751
"774",80235,"toys","off_brand",4.4,15,22,72.2,704
"775",140971,"toys","off_brand",3.5,5,30,74.8,2821
"776",121780,"toys","off_brand",4.8,1,NA,87.5,1080
"777",228481,"other","off_brand",4.5,19,17,39.5,2488
"778",193558,"health","premium",3.9,7,24,5,3196
"779",176962,"toys","off_brand",4.4,7,20,93.2,1323
"780",207792,"health","premium",4.1,14,19,60.3,3011
"781",194731,"health",NA,4.9,15,31,5,2575
"782",130432,"health","premium",3.9,5,25,33.8,2260
"783",146040,"other","off_brand",4.8,224,11,41.9,873
"784",156406,"food","premium",4.5,10,17,84.4,811
"785",27433,"health","off_brand",3.4,2,26,53.7,973
"786",155434,"health","off_brand",4.5,4,18,41.8,1538
"787",182769,"other","off_brand",4.9,10,23,31.2,1388
"788",150183,"other","off_brand",4,1,20,61.3,2924
"789",143283,"toys","off_brand",2.9,11,24,39.3,2840
"790",192835,"toys","premium",4.4,2,9,68.4,2580
"791",212252,"toys","off_brand",4.8,8,18,85.8,2319
"792",104034,"food","off_brand",3.7,9,24,41.5,1015
"793",130623,"toys","premium",4,10,29,24,2460
"794",134408,"other","premium",3.8,6,18,47,2609
"795",236182,"food","premium",4.7,10,18,30.4,2402
"796",179866,"food","off_brand",4.8,11,15,38.2,1210
"797",176705,"other","off_brand",3.7,7,28,33.8,3486
"798",197014,"health","off_brand",4.9,9,27,59.9,1986
"799",144643,"toys","premium",4.6,3,28,33.3,2724
"800",216386,"other","off_brand",4.7,24,12,49.2,1197
"801",151916,"health","premium",4.1,2,29,NA,3185
"802",121463,"health","off_brand",4.4,1,23,NA,1208
"803",118308,"toys","off_brand",4.3,10,16,74.5,974
"804",99441,"health","off_brand",3.4,1,19,51.9,1787
"805",195235,"food","off_brand",3,5,13,52.1,2304
"806",219430,"food",NA,4.8,1,14,69.9,2633
"807",159895,"health","off_brand",4.5,3,NA,33.7,2488
"808",181671,"food","off_brand",4.6,29,17,88.7,744
"809",276065,"other","premium",4.7,12,15,58.6,4027
"810",185458,"toys","off_brand",3.6,6,32,62.9,3919
"811",161789,"food","off_brand",3.7,5,23,47.8,2890
"812",164691,"food","off_brand",3.9,9,28,34.7,2510
"813",146720,"health","premium",4.4,13,17,65.3,1492
"814",70686,"health","premium",3.8,1,13,60.9,974
"815",131021,"health","premium",2.8,5,19,21.3,2755
"816",104652,"toys","off_brand",3.5,4,21,76.8,1216
"817",102032,"other","off_brand",4,12,24,48.3,1029
"818",151894,"food","premium",4.6,13,11,18.5,738
"819",184838,"toys","off_brand",4.6,6,28,56.2,2801
"820",182590,"other","off_brand",4.6,8,22,50.9,2479
"821",89651,"toys","premium",3.2,5,10,58.2,1585
"822",120904,"toys","off_brand",4.4,8,16,61.1,1040
"823",171824,"food","premium",4.6,19,18,46,1197
"824",124518,"toys","off_brand",4.3,11,22,57.9,997
"825",281350,"food","premium",4.7,12,8,48.6,3106
"826",26869,"toys","premium",2.7,5,22,30,599
"827",104508,"toys","off_brand",4.3,6,22,60.9,1025
"828",160080,"health","off_brand",4.7,13,18,62.7,504
"829",128552,"toys","off_brand",3.8,1,19,51.6,2063
"830",155919,"food","off_brand",4.1,7,23,34.3,825
"831",166222,"other","premium",4.6,18,31,30.8,863
"832",158734,"health","premium",4.5,5,35,54.1,1709
"833",142310,"toys","premium",4.3,9,30,33.1,2753
"834",188444,"other","off_brand",3.7,6,16,63.1,3191
"835",133881,"health","premium",4.5,11,21,29.9,930
"836",137543,"other","premium",4.1,5,26,57.8,1842
"837",133739,"toys","premium",4.3,4,NA,31.1,2747
"838",179947,"toys","premium",4.7,1,16,34.9,2436
"839",245997,"toys","off_brand",4.8,3,33,NA,3099
"840",149094,"other","off_brand",2.6,17,8,5.9,2152
"841",253050,"toys","off_brand",4.4,24,30,81.2,3899
"842",202097,"toys","off_brand",4,17,17,63.9,3023
"843",111159,"toys","premium",3.8,3,25,61.6,2218
"844",95104,"toys","off_brand",4.2,10,15,61.5,971
"845",147611,"health","off_brand",4.2,3,17,63.4,935
"846",150396,"toys","off_brand",4,8,19,63.1,2981
"847",86297,"toys","premium",3.6,2,22,80.5,1808
"848",96274,"toys","premium",4.1,10,15,63.2,925
"849",162368,"health","premium",4.5,1,19,34.4,2699
"850",89422,"other","off_brand",2.8,10,NA,39.8,854
"851",208573,"health","off_brand",4.4,6,33,34.6,2965
"852",81006,"other","premium",4.1,2,24,NA,699
"853",163626,"health","off_brand",4.8,8,21,58.5,1103
"854",185277,"toys","off_brand",4.3,6,7,83.7,2156
"855",166200,"food","premium",4.2,3,1,12.1,1739
"856",197047,"toys","premium",4.9,3,11,37,3108
"857",116262,"toys","premium",4.2,12,10,89.5,1061
"858",180088,"toys","off_brand",4.6,5,18,17.1,1484
"859",58831,"other","premium",3.7,7,28,36.6,1079
"860",78887,"health","premium",4.1,5,15,75.7,815
"861",163773,"health","premium",4.3,4,10,5,2286
"862",199303,"toys","off_brand",4.2,9,31,46,3122
"863",202293,"toys","off_brand",4.5,9,12,76.1,3204
"864",158947,"food","premium",3.7,3,26,8.5,3028
"865",78561,"other","premium",4.3,2,14,30.5,846
"866",179732,"health","off_brand",3.6,8,8,54,3222
"867",216482,"food","off_brand",4.6,16,9,24.3,1476
"868",117285,"toys","off_brand",3.9,1,12,28.7,1615
"869",181510,"other","premium",4.8,7,18,26.7,2591
"870",72904,"health","premium",4.2,7,27,31.2,1340
"871",197877,"toys","off_brand",4.1,10,14,46.2,3256
"872",168171,"health","off_brand",4.6,6,22,NA,2586
"873",125997,"health","off_brand",4.3,2,20,55.3,2067
"874",235065,"toys","off_brand",4.4,16,25,60.2,3230
"875",136039,"toys","premium",4,4,16,62.9,2820
"876",149321,"health",NA,4.8,8,23,39.4,1124
"877",167410,"health","off_brand",4.8,16,27,27.8,1193
"878",201871,"health","off_brand",4,18,25,26.6,3197
"879",113420,"toys","off_brand",4.4,7,22,70.8,878
"880",95445,"health","off_brand",4.3,6,25,31.2,739
"881",79322,"health","off_brand",3.6,2,NA,39,1372
"882",144540,"health","premium",4.9,10,19,56.7,1243
"883",66591,"toys","off_brand",3.8,1,25,74.2,1298
"884",195523,"food","off_brand",4.6,5,15,55.7,1713
"885",185224,"food","off_brand",4.3,6,16,61,2290
"886",137883,"toys","off_brand",4.2,4,34,72.1,2284
"887",112168,"health","premium",4.3,9,9,43,957
"888",232565,"health","off_brand",4.8,6,8,70.5,2610
"889",211953,"health","off_brand",4.8,4,22,57.5,2111
"890",82498,"health","premium",3.5,2,16,60.7,2033
"891",228469,"health","premium",4.8,13,10,35,2293
"892",117831,"other","premium",4.2,3,13,47.1,1173
"893",242740,"toys","off_brand",4.4,13,17,73.7,3611
"894",161792,"food","premium",4.8,1,18,26.1,2173
"895",246935,"health",NA,4.5,19,6,39.3,2765
"896",167997,"toys","premium",4.8,6,20,72.9,1772
"897",50361,"health","premium",3.3,9,16,30.8,906
"898",153926,"health","off_brand",4.2,8,NA,82.1,1983
"899",106754,"health","premium",4,14,27,5,1081
"900",144000,"health","off_brand",4.1,19,25,47.4,1814
"901",162512,"other","off_brand",2.7,6,21,62.5,3095
"902",244563,"health","premium",4.7,17,3,17,2488
"903",247696,"toys","off_brand",4.6,11,11,61.7,3417
"904",153890,"toys","off_brand",3.8,2,NA,54.3,3502
"905",98410,"toys","premium",4.5,13,20,63.2,1144
"906",130391,"health","premium",3.5,5,NA,68.3,2766
"907",179849,"health","off_brand",4.3,3,24,42.3,2770
"908",281795,"health","off_brand",4.8,8,20,24.8,3022
"909",210145,"food","premium",4,5,18,28.1,4379
"910",221097,"toys","off_brand",4.8,8,19,63.8,3012
"911",132041,"toys","off_brand",4.6,9,21,84.1,1009
"912",182692,"toys","off_brand",3.3,4,15,60.1,3378
"913",266912,"food","off_brand",4.6,9,14,86,3271
"914",192088,"health","premium",4.7,3,7,10.9,2520
"915",141206,"other","off_brand",4.5,3,21,80.5,1068
"916",169928,"toys","premium",4.6,13,21,37.8,1077
"917",70766,"toys","premium",3.5,5,28,31.2,1347
"918",71784,"toys","off_brand",3.7,2,21,73.3,1224
"919",172335,"toys","off_brand",4.8,5,25,45.8,1980
"920",98938,"health",NA,3.1,5,12,41.1,1692
"921",142169,"toys","off_brand",4.3,4,23,78.6,2317
"922",123284,"health","off_brand",4.4,3,32,59.4,984
"923",213743,"toys","off_brand",4.6,10,15,73.7,3151
"924",221255,"food","off_brand",4.7,6,28,NA,2687
"925",69756,"toys","premium",4.2,7,16,64.8,1115
"926",218157,"toys","off_brand",4.8,6,28,42.3,2753
"927",190624,"health","off_brand",3.9,17,28,54.6,3800
"928",131418,"food","off_brand",3.9,5,28,46.3,1906
"929",170421,"health","off_brand",4.6,15,30,47.7,1215
"930",250153,"food","off_brand",4.8,9,25,26.4,2870
"931",223933,"food","off_brand",4.6,7,16,60.5,2303
"932",120707,"health","off_brand",2.5,2,16,49.9,1922
"933",134612,"toys","off_brand",2.8,7,19,31.8,2842
"934",115405,"toys","off_brand",4.2,8,21,67.6,925
"935",312278,"food","premium",4.6,19,5,51.9,4021
"936",149536,"health","premium",3.7,2,18,86,2872
"937",61316,"health","premium",4.1,7,25,34.8,1005
"938",181935,"health","off_brand",4.9,7,15,7.6,935
"939",189508,"food","off_brand",4.6,10,15,58.9,1546
"940",268451,"health","off_brand",4.1,22,15,31.3,4011
"941",134860,"toys","off_brand",4,15,10,50.2,2055
"942",157511,"health","premium",4.2,20,16,61.5,2222
"943",66691,"other","premium",4.1,2,21,20.3,711
"944",134916,"food","premium",4.3,11,20,57.4,973
"945",104524,"toys","premium",3.6,8,28,44.4,1995
"946",144421,"health","premium",4.6,2,25,48.3,2311
"947",132623,"toys","premium",3.4,16,15,64.7,1342
"948",194189,"food",NA,4.5,1,19,48,2422
"949",157874,"food","off_brand",4.1,8,7,22,1833
"950",106472,"toys","off_brand",4.4,9,10,76.4,1379
"951",165874,"toys","off_brand",3.7,7,24,60.5,2887
"952",126079,"toys","premium",4,9,30,37.1,2090
"953",102628,"health","premium",2.7,4,23,39,2002
"954",95847,"health","premium",4.3,2,17,43.6,1067
"955",57480,"toys","off_brand",3.7,5,12,64.4,903
"956",126291,"other","off_brand",4.4,10,NA,34.3,459
"957",72776,"other","off_brand",3.7,2,NA,42.3,1165
"958",200825,"toys","off_brand",4.3,7,37,40.1,3244
"959",135006,"other","off_brand",3.8,10,23,28.7,1425
"960",129200,"other","off_brand",4.3,7,NA,57.9,852
"961",118643,"health","off_brand",4.3,8,31,5,1137
"962",50446,"health","off_brand",3.2,5,16,36,813
"963",189776,"health","off_brand",3.2,11,21,49.2,2488
"964",119520,"food","off_brand",4.1,5,20,20.1,1430
"965",91193,"food","premium",3.9,6,NA,74.7,648
"966",123044,"other","off_brand",3.4,4,18,42.2,1829
"967",286392,"health","off_brand",4.6,8,8,69.3,3671
"968",94350,"toys","off_brand",3.7,10,12,55.5,1236
"969",233179,"food","off_brand",4.3,13,22,43.4,2786
"970",150614,"health","off_brand",4.5,8,30,42.3,1181
"971",173235,"food","premium",4.7,2,9,52.2,1729
"972",126024,"toys","off_brand",4.4,10,18,64.5,981
"973",267598,"health","off_brand",4.8,3,11,55.6,3371
"974",186690,"health","premium",4.2,8,25,49.2,2837
"975",152543,"toys","off_brand",3.6,3,23,71.2,3014
"976",60973,"toys","premium",3.6,2,25,104.5,2121
"977",147791,"health","premium",4.7,13,11,67.9,2023
"978",108647,"toys","off_brand",2.8,13,21,102.6,2156
"979",46975,"health","premium",3.8,1,40,28.4,1067
"980",130316,"other","premium",4.1,4,11,46.6,1173
"981",153287,"health","off_brand",4.8,10,15,34.8,1176
"982",209073,"health","premium",4.3,22,4,55.1,2618
"983",60918,"toys","premium",2.7,9,14,12.2,1004
"984",161155,"toys","off_brand",3.9,8,23,90.4,2966
"985",108803,"toys","premium",4.4,18,25,24,1080
"986",205015,"food","off_brand",4.8,5,15,33.2,1262
"987",129727,"health","premium",4.6,8,32,90,1240
"988",68692,"health","premium",3.6,10,26,16.9,1017
"989",108579,"other","premium",4.6,4,31,59,940
"990",117435,"health","off_brand",4,4,23,78.3,928
"991",150727,"health","off_brand",3.8,11,12,85.5,2385
"992",138808,"toys","premium",4.6,8,11,48.6,1558
"993",164041,"toys","off_brand",4.8,8,30,73.7,813
"994",198485,"food","premium",4.6,7,14,43.5,2277
"995",108829,"food","off_brand",3.6,5,30,70.8,998
"996",130077,"health","off_brand",4.2,13,22,36,727
"997",118832,"toys","off_brand",4.4,14,16,50.4,921
"998",155135,"health","off_brand",4.1,5,19,33.3,2163
